0.049266357,1.23266122
0.071477825,1.351655402
0.103712119,1.508969745
0.150491246,1.690486294
0.218383816,1.90023875
0.316928334,2.142260815
0.45996756,2.410501938
0.667597851,2.700928416
0.969036089,3.029675054
1.406696168,3.394725003
2.042180035,3.79406141
2.965042556,4.23776853
4.305375341,4.725846361
6.043548816,5.196668916
8.201407126,5.665026431
10.94300685,6.126296958
14.35640265,6.589416264
18.8353408,7.071947756
24.71208741,7.562798757
32.42362547,8.070288775
41.8260396,8.551235599
53.04660769,8.998112056
68.42983381,9.481832049
89.78316873,9.986548898
117.7946266,10.47185356
157.1770284,10.94883871
209.720108,11.41288241
292.4125631,11.8954139
420.2283932,12.29508645
609.9221815,12.5868575
912.0678337,12.78899074
1327.907186,12.79324854
1925.411742,12.63996789
2828.655232,12.30954055
3909.431981,11.88185618
4705.267382,11.59221404
