target;BJD;RV_mlc_nzp;e_RV_mlc_nzp;RV_drs_nzp;e_RV_drs_nzp;RV_mlc;e_RV_mlc;RV_drs;e_RV_drs;RV_mlc_j;e_RV_mlc_j;CRX;e_CRX;dLW;e_dLW;Halpha;e_Halpha;NaD1;e_NaD1;NaD2;e_NaD2;f_RV;FWHM_DRS;CONTRAST_DRS;BIS;RVGUESS;SNR_DRS;BJD_DRS;BERV;BERV_DRS;DRIFT;e_DRIFT;SA;NZP_mlc;dNZP_mlc;NZP_drs;dNZP_drs;TMMEAN;EXPTIME;MLCRX;E_MLCRX;TIMEID;DRIFT_LAMP;MASK;PROGID;PROGPI;AIRMASS;OBHAB;THAR_FP;DPR_TYPE
HD111232;2456741.69987;105.481;0.595;104763.311;0.578;256.757394783;0.387302171424;104762.257635;0.318833022759;256.757394783;0.387302171424;-7.173888173230949;3.935332087293066;9.16511955239;0.845637831852;0.43991578640768325;0.0003166181317396412;0.30190814708875496;0.00041250919519669835;0.4228193675955251;0.0005452817790522571;0;6.48701725658;44.3065747444;-0.038011213736;104.3;239.2;2456741.69908;12.5668839534;12.5623165002;1.397;-9999999;0.090;-1.121;0.453;-1.143;-9999999;0.51;900.0002;-7.14244311876;3.59764831272;2014-03-25T04:35:47.726;-9999999;G2;192.C-0852(A);Udry;-9999999;HARPS_ech_obs_all;HARPS_ech_obs_wavesimult;STAR,WAVE,G5
HD111232;2456745.69661;106.393;0.633;104765.221;0.545;259.844506909;0.447296650475;104766.219838;0.368722735862;259.844506909;0.447296650475;-7.890530046296131;4.577211593326328;7.88935588557;0.966247359255;0.43815512214164276;0.00036953211467137645;0.29918813869102917;0.00048292999589180126;0.42107351422957245;0.0006389170993430637;0;6.48654214569;44.3221769653;-0.0377900176235;104.3;204.4;2456745.69583;11.7260888533;11.721536156;-0.075;-9999999;0.090;1.056;0.448;0.909;-9999999;0.49;900.0009;-7.85959833494;4.31268898616;2014-03-29T04:31:10.216;-9999999;G2;192.C-0852(A);Udry;-9999999;HARPS_ech_obs_all;HARPS_ech_obs_wavesimult;STAR,WAVE,G5
HD111232;2456787.56;117.576;0.829;104775.020;0.728;270.076666889;0.721376930469;104775.753536;0.583989261725;270.076666889;0.721376930469;-8.034488018296528;6.265428194778129;6.74090887029;1.32021743803;0.43910855647889635;0.0006004070457204489;0.3080346371091709;0.0007959896712603487;0.4117150418009058;0.0010251181116474816;0;6.4836953692;44.3155077905;-0.0431774735318;104.3;127.2;2456787.55921;0.761691371143;0.757283960271;0.324;-9999999;0.091;0.105;0.409;0.643;-9999999;0.55;900.0012;-8.01301663861;6.15885547482;2014-05-10T01:12:14.722;-9999999;G2;192.C-0852(A);Udry;-9999999;HARPS_ech_obs_all;HARPS_ech_obs_wavesimult;STAR,WAVE,G5
HD111232;2456791.66255;121.255;0.653;104779.710;0.544;273.19762768;0.448902052612;104780.021778;0.369116007433;273.19762768;0.448902052612;-14.665584327884892;4.506550511829168;7.02866755115;0.990414030724;0.441646490007492;0.00037010842754373784;0.3132944396256347;0.000489080998261099;0.4151173606526948;0.0006357919938277168;0;6.48769659731;44.2985591784;-0.0375878136413;104.3;204.5;2456791.66176;-0.508755479421;-0.513167133531;-0.198;-9999999;0.091;-0.453;0.474;0.221;-9999999;0.5;900.0009;-14.6491106479;4.32438325816;2014-05-14T03:40:39.873;-9999999;G2;192.C-0852(A);Udry;-9999999;HARPS_ech_obs_all;HARPS_ech_obs_wavesimult;STAR,WAVE,G5
HD111232;2456816.50841;120.712;0.889;104779.116;0.797;274.430689737;0.708753586567;104781.132821;0.574470693374;274.430689737;0.708753586567;5.998337177662549;5.718240711492152;8.50344566749;1.38087518599;0.4384639429232647;0.0005986783699590218;0.30087463766516787;0.000790753171046632;0.43232118711063716;0.0010494836709677767;0;6.49195857088;44.3068486756;-0.0384631734031;104.3;126.1;2456816.50763;-7.2307274522;-7.23511734821;0.0;-9999999;0.092;1.322;0.537;1.925;-9999999;0.51;900.001;6.02749686462;5.59222199203;2014-06-07T23:59:01.618;-9999999;G2;192.C-0852(A);Udry;-9999999;HARPS_ech_obs_all;HARPS_ech_obs_wavesimult;STAR,WAVE,G5
HD111232;2456819.54087;120.245;1.014;104777.903;1.083;273.161360385;0.514528914333;104779.527836;0.422913654561;273.161360385;0.514528914333;2.8844849325186033;5.4429167125041555;4.53901561288;0.967819595885;0.4432742948284859;0.0004346390931203367;0.3023553838941862;0.0005698972387193268;0.4305193348604286;0.0007522419460777736;0;6.48642683113;44.329537403;-0.0402653533183;104.3;174.9;2456819.5401;-8.02487295719;-8.02928224758;-0.387;-9999999;0.092;0.520;0.873;1.533;-9999999;0.49;900.0015;2.88784456995;5.28415172261;2014-06-11T00:46:11.052;-9999999;G2;192.C-0852(A);Udry;-9999999;HARPS_ech_obs_all;HARPS_ech_obs_wavesimult;STAR,WAVE,G5
HD111232;2456832.46945;121.504;0.981;104780.831;1.052;274.614362666;0.448104533518;104781.122363;0.368111281339;274.614362666;0.448104533518;-4.82778958010388;4.240783039713634;4.9969016073;0.812312637315;0.4426843882426729;0.00036922317609021057;0.30848347799419207;0.00048359516585506316;0.42294392288299915;0.0006426176269834823;0;6.4893804476;44.3217024313;-0.03755672591;104.3;204.6;2456832.46867;-10.9734630576;-10.9778650757;-0.108;-9999999;0.092;0.714;0.873;0.199;-9999999;0.51;900.0014;-4.81308671962;4.05697867356;2014-06-23T23:03:37.909;-9999999;G2;192.C-0852(A);Udry;-9999999;HARPS_ech_obs_all;HARPS_ech_obs_wavesimult;STAR,WAVE,G5
HD111232;2456835.46824;119.978;1.027;104778.948;1.097;273.190204618;0.540671668437;104780.051582;0.44492991143;273.190204618;0.540671668437;-1.0323397231115017;4.682167538919588;6.48711109863;1.19456345189;0.43906280357615846;0.0004502625370624637;0.3082840360611671;0.0005941548180177043;0.4222583670452999;0.0007889328151020138;0;6.48637249567;44.3207276201;-0.0392774149911;104.3;167.0;2456835.46746;-11.6048994669;-11.6093285599;-0.295;-9999999;0.092;0.816;0.873;1.012;-9999999;0.52;900.0005;-1.00059685155;4.53944031586;2014-06-26T23:01:54.174;-9999999;G2;Udry;Udry;-9999999;HARPS_ech_obs_all;HARPS_ech_obs_wavesimult;STAR,WAVE,G5
HD111232;2456857.49435;117.112;0.852;104775.614;0.828;270.12117639;0.572574752921;104776.866791;0.461965207987;270.12117639;0.572574752921;-0.28635370773594104;5.764282776227968;6.22620253296;1.1498754416;0.44293255307403484;0.0004742815108375975;0.3127615253156322;0.0006253005104211678;0.4211920083821201;0.000823096154280847;0;6.48900367289;44.2959519773;-0.0357437223738;104.3;160.0;2456857.49358;-15.2448458157;-15.2493435288;0.455;-9999999;0.093;0.613;0.631;1.160;-9999999;0.5;900.001;-0.265527992487;5.60627634106;2014-07-18T23:41:14.068;-9999999;G2;Udry;Udry;-9999999;HARPS_ech_obs_all;HARPS_ech_obs_thosimult;STAR,WAVE,G5
HD111232;2456864.47086;114.255;0.879;104772.385;0.974;266.265972517;0.448055522798;104771.766301;0.36644807894;266.265972517;0.448055522798;-7.273842528757456;5.00403473209989;3.41777478972;0.828027544027;0.4429896204124403;0.00037091136251054803;0.3044904674684994;0.00048816515327864643;0.4170150631481603;0.0006401772494297088;0;6.4845215007;44.3324688864;-0.0407861220566;104.3;204.7;2456864.47008;-15.970088928;-15.9746230101;0.246;-9999999;0.093;-0.386;0.756;-0.712;-9999999;0.48;900.0009;-7.2458299349;4.82837305399;2014-07-25T23:08:13.205;-9999999;G2;192.C-0852(A);Udry;-9999999;HARPS_ech_obs_all;HARPS_ech_obs_wavesimult;STAR,WAVE,G5
HD111232;2457044.85586;-48.175;0.974;104609.936;1.064;103.552960905;0.430947635363;104609.142602;0.357571507099;103.552960905;0.430947635363;-6.671832418693136;4.109610173689459;9.0725423933;0.822758039923;0.43803567826677203;0.00036307310269781406;0.3119277132411492;0.00047181583406524335;0.42283568325433796;0.0006204923195536825;0;6.48910097743;44.3140141505;-0.0358118290447;104.3;210.1;2457044.85507;16.2877120117;16.282877386;0.187;-9999999;0.098;-0.668;0.873;-0.891;-9999999;0.48;900.0021;-6.65074508833;4.12950519269;2015-01-22T08:25:38.754;-9999999;G2;192.C-0852(A);Udry;-9999999;HARPS_ech_obs_all;HARPS_ech_obs_wavesimult;STAR,WAVE,G5
HD111232;2457048.84949;-54.846;0.796;104602.576;0.718;98.6494506467;0.543675904557;104603.633589;0.443197567521;98.6494506467;0.543675904557;1.5062724889991443;4.800187019663759;8.62201375586;1.03172609735;0.43755976290181486;0.0004490069806330527;0.3107998646425493;0.0005952498277598701;0.41797550601923583;0.0007738791349695605;0;6.48835997826;44.295763992;-0.0398948347272;104.3;168.7;2457048.84871;16.6313173965;16.6264835709;-0.054;-9999999;0.098;1.099;0.581;0.960;-9999999;0.45;900.0021;1.52331716675;4.79401709117;2015-01-26T08:16:36.148;-9999999;G2;192.C-0852(A);Udry;-9999999;HARPS_ech_obs_all;HARPS_ech_obs_wavesimult;STAR,WAVE,G5
HD111232;2457062.88908;-73.709;0.778;104584.835;0.813;77.9404801766;0.408409948511;104583.595713;0.335124061658;77.9404801766;0.408409948511;-3.3287979608892666;4.244721855183859;8.98076563194;0.942395313533;0.4361033823626671;0.000333691840225827;0.3036300565944411;0.00043755622429222967;0.4175304350271525;0.0005687618549159114;0;6.4878082702;44.3171117729;-0.0376536727109;104.3;228.8;2457062.8883;17.1307557276;17.1259982777;0.333;-9999999;0.098;-0.747;0.663;-1.337;-9999999;0.48;900.0022;-3.32341774008;4.09540518127;2015-02-09T09:12:01.742;-9999999;G2;192.C-0852(A);Udry;-9999999;HARPS_ech_obs_all;HARPS_ech_obs_wavesimult;STAR,WAVE,G5
HD111232;2457066.78248;-75.915;0.753;104582.326;0.725;75.838025627;0.591904978552;104581.207794;0.480800812297;75.838025627;0.591904978552;8.770963058180989;5.656833033901052;9.72732951024;1.22954508125;0.4333299338126777;0.0005016622802310761;0.3030560663933245;0.0006647328568642629;0.41711640628675895;0.0008614279555073669;0;6.4888125696;44.3044386369;-0.0386089502409;104.3;151.6;2457066.7817;17.2000014018;17.1952354839;-0.011;-9999999;0.098;-0.643;0.466;-1.216;-9999999;0.51;900.001;8.79343637873;5.5532535134;2015-02-13T06:37:45.272;-9999999;G2;192.C-0852(A);Udry;-9999999;HARPS_ech_obs_all;HARPS_ech_obs_wavesimult;STAR,WAVE,G5
HD111232;2457115.7616;-130.887;0.767;104526.721;0.750;21.2856665014;0.466718786896;104527.269406;0.385503835543;21.2856665014;0.466718786896;0.31149951437297974;5.027041680228824;7.20682449809;1.13601534919;0.4396022811745844;0.00040366977566666556;0.3048892002710006;0.0005168422535450498;0.4212613359619895;0.0006855429735661615;0;6.48790554635;44.3199084838;-0.0375519488925;104.3;191.1;2457115.76082;10.5717225522;10.5671980992;-0.499;-9999999;0.099;-0.223;0.608;0.449;-9999999;0.52;900.0002;0.347356968091;5.10091863493;2015-04-03T06:04:03.370;-9999999;G2;192.C-0852(A);Udry;-9999999;HARPS_ech_obs_all;HARPS_ech_obs_wavesimult;STAR,WAVE,G5
HD111232;2457117.78685;-132.206;0.694;104526.339;0.662;18.7820697389;0.513589516796;104524.89076;0.42528890424;18.7820697389;0.513589516796;-2.526597591758366;4.4782832031301005;10.6130432917;1.07678284561;0.4355816800102923;0.0004646110984014844;0.30040713062977464;0.0005895696208875778;0.4237043801745761;0.0007817660261565466;0;6.49037177752;44.288637344;-0.0375560765808;104.3;168.5;2457117.78607;10.0759485688;10.0714342064;0.154;-9999999;0.099;-1.408;0.467;-1.547;-9999999;0.48;900.0012;-2.51750771732;4.55443263693;2015-04-05T06:40:55.018;-9999999;G2;192.C-0852(A);Udry;-9999999;HARPS_ech_obs_all;HARPS_ech_obs_wavesimult;STAR,WAVE,G5
HD111232;2457137.61444;-151.028;0.800;104507.334;0.892;1.11559066429;0.537122520929;104507.748676;0.446325213963;1.11559066429;0.537122520929;-6.330743288344503;5.223370268413638;9.30725545983;1.26395267601;0.439717084245371;0.00046918667113001784;0.30496010384223;0.0006047423193785235;0.41380803745857164;0.0007944306224447168;0;6.48789436635;44.2897195238;-0.0401749906224;104.3;163.6;2457137.61366;5.04649607016;5.04206168306;-0.276;-9999999;0.100;-0.252;0.593;0.315;-9999999;0.51;900.0007;-6.30922195919;5.22857934672;2015-04-25T02:31:28.345;-9999999;G2;192.C-0852(A);Udry;-9999999;HARPS_ech_obs_all;HARPS_ech_obs_wavesimult;STAR,WAVE,G5
HD111232;2457141.59554;-150.688;0.792;104507.587;0.893;-0.357215263772;0.383749619627;104505.964193;0.317475657259;-0.357215263772;0.383749619627;-4.483381030983591;4.031877215736203;8.39690388525;0.796912858234;0.43627055968059686;0.00031563202886349253;0.3064725516358041;0.0004114440483741848;0.4123534474588234;0.0005384746357138136;0;6.48619427231;44.2959580772;-0.0399866125773;104.3;240.5;2457141.59475;3.94483347129;3.94041139153;0.005;-9999999;0.100;-2.065;0.693;-1.723;-9999999;0.5;900.0006;-4.44939387941;4.03136393682;2015-04-29T02:04:18.925;-9999999;G2;192.C-0852(A);Udry;-9999999;HARPS_ech_obs_all;HARPS_ech_obs_wavesimult;STAR,WAVE,G5
HD111232;2457143.71501;-149.589;0.792;104509.626;0.821;2.4668648391;0.488309218753;104509.168527;0.403065917802;2.4668648391;0.488309218753;2.22332806659165;4.316060472397988;9.00758637355;1.05959878873;0.4410216491611422;0.0004115122852528948;0.3100563762661066;0.0005362972309038691;0.4243565723704365;0.0007008870094470553;0;6.48998411427;44.2978243381;-0.0380022482619;104.3;185.6;2457143.71422;3.23706889651;3.23264864533;0.408;-9999999;0.100;-0.341;0.624;-0.557;-9999999;0.54;900.0011;2.26832826452;4.33099414286;2015-05-01T04:55:42.582;-9999999;G2;192.C-0852(A);Udry;-9999999;HARPS_ech_obs_all;HARPS_ech_obs_wavesimult;STAR,WAVE,G5
HD111232;2457147.73338;-151.595;1.089;104507.238;1.133;0.806397687969;0.650634801364;104506.895348;0.529307855598;0.806397687969;0.650634801364;5.756121207321154;4.994004283379353;10.5966295479;1.31232992048;0.43844375264983443;0.0005500421058316765;0.305510622171648;0.0007263244136069118;0.4175014180477502;0.0009474883170797629;0;6.48903470865;44.2943113608;-0.0384673181671;104.3;138.2;2457147.7326;2.08020012495;2.07579100361;-0.508;-9999999;0.100;0.005;0.873;-0.443;-9999999;0.49;900.0003;5.77019097481;4.99558729189;2015-05-05T05:22:52.289;-9999999;G2;192.C-0852(A);Udry;-9999999;HARPS_ech_obs_all;HARPS_ech_obs_wavesimult;STAR,WAVE,G5
HD111232;2457201.49858;-94.185;1.188;104497.832;1.233;-135.798477283;0.652316076228;104496.612028;0.567752364097;-135.798477283;0.652316076228;0.0816891025586699;8.63731362874911;0.289633470186;0.972039746839;0.44496055947229873;0.0006443995031447203;0.3109898066019634;0.0007890871095134937;0.42231861494495176;0.001036890315357049;0;6.50373490722;44.1594620774;-0.0243556283594;104.3;125.8;2457201.4978;-11.7853779688;-11.7898092678;0.0;-9999999;0.101;-1.355;0.994;-1.321;-9999999;0.54;899.9983;0.0856767525565;8.42631389093;2015-06-27T23:45:20.230;-9999999;G2;192.C-0852(A);Udry;-9999999;HARPS_ech_obs_all;HARPS_ech_obs_wavesimult;STAR,WAVE,G5
HD111232;2457204.58826;-91.937;0.896;104499.135;0.698;-135.023027321;0.439699332672;104496.933893;0.395383759753;-135.023027321;0.439699332672;-7.867828675039533;7.465939201112722;0.886719913365;0.562768269905;0.44519309589219624;0.00039481713225475386;0.3086669040597262;0.0005057735980659269;0.42688198962613916;0.0006627062933484948;0;6.50367473131;44.173256007;-0.0219458322761;104.3;193.6;2457204.58746;-12.461316422;-12.465764658;0.0;-9999999;0.101;-2.828;0.780;-2.302;-9999999;0.5;899.9983;-7.83458459735;7.33970600256;2015-07-01T01:55:14.302;-9999999;G2;192.C-0852(A);Udry;-9999999;HARPS_ech_obs_all;HARPS_ech_obs_wavesimult;STAR,WAVE,G5
HD111232;2457462.66457;0.149;0.575;104590.601;0.580;-39.6094200909;0.33406128469;104591.282369;0.318876285581;-39.6094200909;0.33406128469;4.319169969052666;7.259143917792844;0.23011791516;0.540843501061;0.4406646813675606;0.00037590639169392384;0.30168196274696546;0.0004553225394261301;0.417247480484407;0.0005935822835996953;0;6.50022514254;44.1844368503;-0.0230530304589;104.3;216.9;2457462.66377;14.3628276223;14.3582279423;0.043;-9999999;0.108;0.501;0.468;0.573;-9999999;0.46;899.9983;4.29429510314;6.86337116581;2016-03-15T03:46:19.817;-9999999;G2;192.C-0852(A);Udry;-9999999;HARPS_ech_obs_all;HARPS_ech_obs_wavesimult;STAR,WAVE,G5
HD111232;2457465.7628;0.758;0.490;104591.476;0.490;-40.0537209843;0.32124372346;104591.014119;0.309025347482;-40.0537209843;0.32124372346;1.3739471461385584;4.2043664045715685;-0.650320513003;0.449241984399;0.44102312379057734;0.0003521613538522265;0.30906062566248244;0.0004320174693415528;0.4273723204341279;0.0005644113750950616;0;6.50100558305;44.1771329287;-0.0227551666062;104.3;227.8;2457465.762;13.7350319614;13.7304516874;-0.54;-9999999;0.108;-0.554;0.370;-0.570;-9999999;0.5;899.9983;1.38195543669;4.03307358661;2016-03-18T06:06:58.175;-9999999;G2;192.C-0852(A);Udry;-9999999;HARPS_ech_obs_all;HARPS_ech_obs_wavesimult;STAR,WAVE,G5
HD111232;2457516.69925;32.272;0.823;104624.259;0.782;-6.7653512495;0.617839493798;104624.887925;0.538854523518;-6.7653512495;0.617839493798;4.291476543622082;8.652826367029753;-0.547546361001;0.818942426037;0.44384287466052386;0.0005833505727774911;0.30664807678593364;0.0007465490967660112;0.4069985231366628;0.0009525329856644481;0;6.50739596895;44.1835966851;-0.0247849769784;104.3;134.0;2457516.69845;1.03660418204;1.03221175766;0.754;-9999999;0.109;1.222;0.543;0.520;-9999999;0.46;899.9983;4.31359936994;8.63076176933;2016-05-08T04:34:07.465;-9999999;G2;196.C-1006(A);Udry;-9999999;HARPS_ech_obs_all;HARPS_ech_obs_wavesimult;STAR,WAVE,G5
HD111232;2457523.72182;34.512;0.924;104625.577;0.969;-8.91043473901;0.703710891439;104621.856707;0.602942154659;-8.91043473901;0.703710891439;9.453020996599601;8.575991354696368;0.654891550317;0.847985729404;0.4405614291486279;0.0006428756693393426;0.3126757251590099;0.000825253533072164;0.41341409475997937;0.0010677032296111024;0;6.50569755476;44.1695391024;-0.024004827404;104.3;120.3;2457523.72102;-1.0016352098;-1.00601556507;5.222;-9999999;0.109;-3.163;0.599;-3.829;-9999999;0.6;899.9983;9.44503788786;8.57150909071;2016-05-15T05:04:31.665;-9999999;G2;196.C-1006(A);Udry;-9999999;HARPS_ech_obs_all;HARPS_ech_obs_wavesimult;STAR,WAVE,G5
HD111232;2457534.68434;42.752;0.945;104633.918;0.754;-0.741455990284;0.311424400225;104631.68572;0.302935324906;-0.741455990284;0.311424400225;-9.282888807991473;6.296368241318098;0.0984391861255;0.397007994664;0.4465457667095241;0.0003149469285949421;0.3106924061828908;0.0003944026887730124;0.4168602937265154;0.0005142498170127332;0;6.50636885244;44.1540835451;-0.0207896029082;104.3;249.7;2457534.68354;-4.06335507123;-4.06773305885;0.444;-9999999;0.109;-3.235;0.892;-2.341;-9999999;0.51;899.9983;-9.29690199876;6.29591508955;2016-05-26T04:12:01.764;-9999999;G2;196.C-1006(A);Udry;-9999999;HARPS_ech_obs_all;HARPS_ech_obs_wavesimult;STAR,WAVE,G5
HD111232;2457536.69374;44.410;1.032;104636.313;0.657;3.89610404827;0.440512749926;104635.21992;0.397772047245;3.89610404827;0.440512749926;10.229227699708881;8.412862335964112;0.858770616053;0.683930745967;0.44848720371539985;0.00039679317183071583;0.30369117775482485;0.0005148738761982985;0.42135002428601503;0.0006641607627293637;0;6.50640351804;44.1533937102;-0.0246902351961;104.3;192.6;2457536.69294;-4.62264205046;-4.62701881298;-2.13;-9999999;0.110;-0.256;0.933;-1.203;-9999999;0.54;899.9983;10.2819227474;8.41245401376;2016-05-28T04:25:09.663;-9999999;G2;196.C-1006(A);Udry;-9999999;HARPS_ech_obs_all;HARPS_ech_obs_wavesimult;STAR,WAVE,G5
